series,mean_series,std_series
2.2018855869455156,1.956385338072917,0.1956385338072917
2.813203332573538,2.4783514050459723,0.24783514050459723
3.2973039006493408,2.98743603187619,0.298743603187619
4.087112097317708,3.424437854215611,0.3424437854215611
3.700529596379317,3.8382220796980953,0.38382220796980954
4.085448038570777,4.095476291278916,0.40954762912789167
4.739328271235896,4.3389492459590295,0.43389492459590295
4.030741554073211,4.590083426225618,0.45900834262256185
4.273024791512411,4.735939617397605,0.47359396173976054
4.102424542738106,4.882465326529692,0.48824653265296925
4.466323357268108,5.002241644140623,0.5002241644140624
4.7215658497334205,5.128015099098153,0.5128015099098153
5.049370894297204,5.251813975868633,0.5251813975868633
6.235860567837902,5.373923770192116,0.5373923770192116
5.998649856589171,5.539566552147405,0.5539566552147405
5.096152764924473,5.671780548065668,0.5671780548065668
5.796007494218483,5.75738078559399,0.5757380785593991
5.41525179926056,5.858247518635061,0.5858247518635061
5.119573991816686,5.93759206617868,0.593759206617868
7.010975714770439,6.004380711606268,0.6004380711606269
4.353141773962465,6.118866772675369,0.6118866772675369
6.866681686486106,6.158475181904955,0.6158475181904955
5.816755069253291,6.25342472810972,0.625342472810972
6.4531281832890395,6.316459745684482,0.6316459745684483
7.494266165134173,6.38898547603186,0.6388985476031861
6.493208737409975,6.478596215166158,0.6478596215166159
6.898171788900683,6.5413441478768455,0.6541344147876846
6.81059988477206,6.607488964398737,0.6607488964398738
7.525049790513471,6.668100712625166,0.6668100712625167
6.157325114395414,6.737590222568604,0.6737590222568605
6.487484723016916,6.781554020229261,0.6781554020229261
7.21397153931973,6.828196505147094,0.6828196505147095
6.385858467259762,6.88264759437948,0.6882647594379481
7.06293907049067,6.923191357314418,0.6923191357314419
5.788483673308453,6.970753994469857,0.6970753994469857
5.908485028807474,7.001727639557216,0.7001727639557216
6.038237755618451,7.033011561692465,0.7033011561692466
6.6572188175707225,7.064500831856003,0.7064500831856004
7.598237699269136,7.1016755902981314,0.7101675590298132
7.121990610152155,7.148062487018958,0.7148062487018958
6.964040893474181,7.187081242854294,0.7187081242854294
7.727374671580712,7.2195599291227035,0.7219559929122704
7.196219529183669,7.256781277283817,0.7256781277283818
7.485863457424615,7.285231945909565,0.7285231945909566
7.1750009282856855,7.31184148764431,0.731184148764431
7.33157638933681,7.336754472082936,0.7336754472082937
8.39979967468543,7.360600619298093,0.7360600619298093
6.253706942828788,7.3907222227206635,0.7390722222720664
9.273700740355197,7.404728376245037,0.7404728376245038
8.182298899622994,7.445114404224508,0.7445114404224509
9.562478172105138,7.4739784527146895,0.747397845271469
7.104983945470305,7.513760612714157,0.7513760612714158
8.190117198564103,7.529020651428113,0.7529020651428113
7.026053176317551,7.551115209617407,0.7551115209617407
8.028855925046406,7.556607308579119,0.755660730857912
7.090344109758265,7.571381901028326,0.7571381901028327
8.462398034381843,7.583819391541096,0.7583819391541096
7.541689817646543,7.602971576498306,0.7602971576498306
7.948203375986898,7.616625527410618,0.7616625527410619
7.548624086775715,7.634655632911466,0.7634655632911467
9.485317760507664,7.638432559580681,0.7638432559580681
6.586096950847299,7.67206333499727,0.767206333499727
8.796322931191169,7.670304102567817,0.7670304102567818
5.965823868024145,7.690411261346312,0.7690411261346313
6.943840676064314,7.687640599425955,0.7687640599425956
7.043043350418793,7.683990528876436,0.7683990528876437
8.276516014706303,7.6874093252156666,0.7687409325215667
8.005868437930468,7.6969549323209,0.7696954932320901
7.476245136018383,7.70496662455181,0.770496662455181
8.48937990181325,7.704636682897456,0.7704636682897457
8.75751377043638,7.719915003480933,0.7719915003480934
8.248029934804947,7.7351600128698985,0.7735160012869899
8.034152281143639,7.742125636762116,0.7742125636762116
6.606641266696446,7.752391763050198,0.7752391763050199
7.829731926299417,7.74970786962978,0.774970786962978
6.880266592090363,7.761614056827133,0.7761614056827133
7.990155922584959,7.766891507280902,0.7766891507280902
8.806429353918501,7.778421929824224,0.7778421929824224
8.174717235019196,7.792240435880194,0.7792240435880194
8.050765916354896,7.795988058869449,0.779598805886945
6.378132453848757,7.80176854990044,0.7801768549900441
7.702978419783126,7.798566069159717,0.7798566069159718
7.78903024283446,7.798411594124096,0.7798411594124097
10.243092108307732,7.802050597578597,0.7802050597578597
6.359000836436502,7.821841418198954,0.7821841418198954
7.334791248243298,7.817404340712485,0.7817404340712485
7.3111482091788655,7.817423326332909,0.781742332633291
8.603615979272512,7.810512543761015,0.7810512543761016
7.79193220620927,7.824568915619304,0.7824568915619304
7.836920414188386,7.8144078267589485,0.7814407826758949
7.627444736570653,7.812170815862303,0.7812170815862304
8.809478120903298,7.798615177634163,0.7798615177634164
8.150590489981255,7.809683613413259,0.7809683613413259
7.758944497555332,7.8094214838923515,0.7809421483892351
7.661217439181951,7.813810011925031,0.7813810011925031
7.030795238820978,7.811476241964869,0.781147624196487
7.877114109549947,7.811135570140154,0.7811135570140154
5.613520702804712,7.8072530348212394,0.780725303482124
8.367151022555495,7.796881423504679,0.779688142350468
7.849891525729993,7.799686885229882,0.7799686885229882
7.594346752929641,7.801586464951032,0.7801586464951032
9.136326908117532,7.788286111316822,0.7788286111316822
7.936122723430055,7.80477169938409,0.780477169938409
6.62694359716829,7.798885061449044,0.7798885061449045
6.728844939575119,7.802294226700073,0.7802294226700073
7.012099390968546,7.801091819910546,0.7801091819910546
7.4763619282831355,7.80091379586316,0.780091379586316
7.858034761651718,7.795740556295632,0.7795740556295633
5.913151759871537,7.794775070346308,0.7794775070346308
8.986905449890031,7.786117485595698,0.7786117485595698
8.402290505696428,7.789723383353821,0.7789723383353822
7.189191090048057,7.787196830610013,0.7787196830610014
7.992248776356067,7.780390083702793,0.7780390083702793
7.813527232466455,7.780109432559264,0.7780109432559265
8.161602356284988,7.787357182443301,0.7787357182443302
7.6095194910456465,7.789556911817445,0.7789556911817446
7.240558252771102,7.7939223743169235,0.7793922374316924
7.030423517111172,7.789204840597011,0.7789204840597012
7.878221607301208,7.7774870266960665,0.7777487026696067
8.806044360150835,7.775490447114496,0.7775490447114497
7.605169029763506,7.780822219478895,0.7780822219478896
8.056598748599779,7.787963030586288,0.7787963030586288
7.3235108761811665,7.790271430536231,0.7790271430536232
7.058693015493338,7.787356446497956,0.7787356446497956
7.375719896622774,7.764229152482555,0.7764229152482556
7.119468720565526,7.770141696625971,0.7770141696625972
8.308147423973239,7.768826952830004,0.7768826952830005
7.677628506782798,7.775387983925998,0.7775387983925999
7.749185457948213,7.769036677712926,0.7769036677712926
7.479440735554519,7.7687558780728585,0.7768755878072859
7.144812374399329,7.766438578156115,0.7766438578156115
6.551226312874874,7.763413067446593,0.7763413067446594
9.242870666935,7.748560647729288,0.7748560647729289
6.132011750557244,7.756722512591351,0.7756722512591351
7.7697460872802795,7.747006050652228,0.7747006050652229
7.479070765425419,7.747729317225493,0.7747729317225494
7.583883057064266,7.750533480407958,0.7750533480407958
8.572227998177366,7.748579781162649,0.7748579781162649
7.405961219355511,7.766522439962728,0.7766522439962729
7.823762701771242,7.760078265452791,0.7760078265452792
6.9760344238476435,7.75990361533658,0.7759903615336581
6.770918836594908,7.756053877180811,0.7756053877180812
7.548439123420821,7.739812921913288,0.7739812921913288
7.065778456734238,7.737197232505936,0.7737197232505937
7.501771638286187,7.7398154166762305,0.7739815416676231
9.355345469816871,7.74459033148936,0.774459033148936
6.936538060183738,7.761063755265925,0.7761063755265926
6.834738666788944,7.757743763390813,0.7757743763390814
7.486105347664983,7.751296743795063,0.7751296743795063
7.040453161783166,7.760322628989902,0.7760322628989903
8.55749581193122,7.746933740088124,0.7746933740088124
6.4234514789914545,7.748070397323616,0.7748070397323616
6.829086329950018,7.743561627812617,0.7743561627812617
7.13815678694179,7.736059756570462,0.7736059756570463
7.433564275310183,7.731639335637872,0.7731639335637872
6.954981717296916,7.726645666935708,0.7726645666935709
7.648611710706365,7.7224335046772365,0.7722433504677237
6.547330810581476,7.725120047615078,0.7725120047615078
7.8304049389488135,7.722219291895006,0.7722219291895006
8.3054927830661,7.721886576767117,0.7721886576767117
8.241482200870493,7.718084766674993,0.7718084766674993
6.7407941428622635,7.7225589612427346,0.7722558961242735
7.149625040353801,7.713901502086052,0.7713901502086052
7.85868016029873,7.712776984751673,0.7712776984751674
8.328123401709504,7.718098102868704,0.7718098102868705
8.59187198456537,7.724727273837135,0.7724727273837135
8.575759984857816,7.734894999605565,0.7734894999605566
7.456367334690591,7.7368689150204055,0.7736868915020406
8.791458913721835,7.735406411629059,0.773540641162906
7.383343465472784,7.742913277685689,0.774291327768569
7.425849000776699,7.742293492359299,0.77422934923593
6.115746146750496,7.744069403192454,0.7744069403192455
7.790626683876391,7.74167634014662,0.774167634014662
8.170600776297688,7.730873954076733,0.7730873954076734
7.102485827308045,7.743594448979532,0.7743594448979532
6.90352703004171,7.739283162145296,0.7739283162145296
7.957298601577366,7.735672627827274,0.7735672627827275
8.309432806143759,7.738205226824723,0.7738205226824724
7.492004682987643,7.736269727714852,0.7736269727714853
7.82617577368649,7.7368293616976525,0.7736829361697652
7.380310596108664,7.736845843967546,0.7736845843967547
6.419869488773635,7.739375742472636,0.7739375742472636
6.454661125732969,7.737357799631974,0.7737357799631974
8.420777968386627,7.730654070360688,0.7730654070360689
6.22709099646376,7.7398272550855856,0.7739827255085586
7.452163212219317,7.73218308157883,0.7732183081578831
8.116726776915524,7.718057609340083,0.7718057609340083
8.82324080750047,7.725927384219653,0.7725927384219653
8.380017306198134,7.739572205366423,0.7739572205366424
8.574996105587218,7.745726453322461,0.7745726453322461
7.451413895249633,7.756039001900512,0.7756039001900512
7.572092641340085,7.748428810294195,0.7748428810294196
7.26961238165516,7.755340315012346,0.7755340315012347
8.844631249257416,7.757997806778414,0.7757997806778415
7.036536693050871,7.76958499706788,0.776958499706788
8.157499050829655,7.767155413619857,0.7767155413619857
6.3194567202214635,7.774820707491934,0.7774820707491935
7.395692487376074,7.766989121034567,0.7766989121034568
8.424049449810957,7.771985921247687,0.7771985921247687
7.579394857367972,7.7760436856072825,0.7776043685607283
8.772821973362399,7.771191474385817,0.7771191474385817
